frame,time,px,py,pz,dx,dy,dz,fov
298,6.2083,1.242812,16.0,15.254858,-0.078868,-0.237973,-0.968064,60.8538
299,6.2292,1.1716,16.0,15.243601,-0.074426,-0.23822,-0.968355,60.8616
300,6.25,1.100481,16.0,15.232043,-0.069981,-0.238467,-0.968626,60.8693
301,6.2708,1.029458,16.0,15.22017,-0.065533,-0.238715,-0.968876,60.8772
302,6.2917,0.958538,16.0,15.207968,-0.061081,-0.238963,-0.969106,60.8851
303,6.3125,0.887726,16.0,15.195421,-0.056628,-0.239212,-0.969315,60.893
304,6.3333,0.817028,16.0,15.182518,-0.052173,-0.239462,-0.969503,60.901
305,6.3542,0.74645,16.0,15.169242,-0.047716,-0.239713,-0.969671,60.9091
306,6.375,0.675998,16.0,15.15558,-0.043258,-0.239965,-0.969817,60.9172
307,6.3958,0.605677,16.0,15.141517,-0.038799,-0.240219,-0.969943,60.9254
308,6.4167,0.535493,16.0,15.127039,-0.034339,-0.240475,-0.970048,60.9337
309,6.4375,0.465451,16.0,15.112132,-0.02988,-0.240733,-0.970131,60.9421
310,6.4583,0.395558,16.0,15.09678,-0.025421,-0.240994,-0.970194,60.9505
311,6.4792,0.32582,16.0,15.08097,-0.020962,-0.241256,-0.970235,60.959
312,6.5,0.256242,16.0,15.064686,-0.016503,-0.241522,-0.970255,60.9675
313,6.5208,0.18683,16.0,15.047915,-0.012046,-0.241791,-0.970254,60.9762
314,6.5417,0.117589,16.0,15.03064,-0.00759,-0.242063,-0.970231,60.9849
315,6.5625,0.048527,16.0,15.012848,-0.003136,-0.242339,-0.970187,60.9937
316,6.5833,-0.019126,16.0,14.994886,0.001237,-0.242613,-0.970122,61.0026
317,6.6042,-0.08374,16.0,14.977728,0.005424,-0.242871,-0.970043,61.0117
318,6.625,-0.14827,16.0,14.960768,0.009613,-0.243123,-0.969948,61.0209
319,6.6458,-0.212716,16.0,14.944002,0.013805,-0.243368,-0.969836,61.0303
320,6.6667,-0.277081,16.0,14.927424,0.018,-0.243606,-0.969707,61.0398
321,6.6875,-0.341366,16.0,14.911028,0.022197,-0.243837,-0.969562,61.0495
322,6.7083,-0.405574,16.0,14.894808,0.026396,-0.244062,-0.9694,61.0593
323,6.7292,-0.469707,16.0,14.878759,0.030597,-0.24428,-0.969222,61.0692
324,6.75,-0.533765,16.0,14.862874,0.0348,-0.244492,-0.969027,61.0793
325,6.7708,-0.597752,16.0,14.84715,0.039005,-0.244697,-0.968815,61.0895
326,6.7917,-0.661669,16.0,14.831578,0.043211,-0.244896,-0.968586,61.0999
327,6.8125,-0.725517,16.0,14.816154,0.047418,-0.245089,-0.96834,61.1103
328,6.8333,-0.7893,16.0,14.800872,0.051626,-0.245276,-0.968078,61.1209
329,6.8542,-0.853018,16.0,14.785726,0.055834,-0.245456,-0.967798,61.1316
330,6.875,-0.916674,16.0,14.77071,0.060043,-0.24563,-0.967502,61.1424
331,6.8958,-0.98027,16.0,14.755818,0.064253,-0.245799,-0.967189,61.1533
332,6.9167,-1.043807,16.0,14.741044,0.068463,-0.245961,-0.966859,61.1644
333,6.9375,-1.107288,16.0,14.726382,0.072673,-0.246117,-0.966512,61.1755
334,6.9583,-1.170715,16.0,14.711827,0.076883,-0.246268,-0.966148,61.1867
335,6.9792,-1.234089,16.0,14.697371,0.081092,-0.246413,-0.965766,61.198
336,7.0,-1.297413,16.0,14.68301,0.085301,-0.246552,-0.965368,61.2094
337,7.0208,-1.360688,16.0,14.668737,0.08951,-0.246686,-0.964953,61.2208
338,7.0417,-1.423917,16.0,14.654546,0.093718,-0.246814,-0.96452,61.2324
339,7.0625,-1.487102,16.0,14.640431,0.097926,-0.246937,-0.964071,61.244
340,7.0833,-1.550245,16.0,14.626386,0.102132,-0.247055,-0.963604,61.2556
341,7.1042,-1.613348,16.0,14.612405,0.106338,-0.247167,-0.96312,61.2674
342,7.125,-1.676413,16.0,14.598481,0.110542,-0.247274,-0.962619,61.2792
343,7.1458,-1.739442,16.0,14.584608,0.114746,-0.247376,-0.962101,61.291
344,7.1667,-1.802437,16.0,14.57078,0.118948,-0.247473,-0.961566,61.3029
345,7.1875,-1.865401,16.0,14.556991,0.123149,-0.247565,-0.961013,61.3149
346,7.2083,-1.928334,16.0,14.543235,0.127348,-0.247652,-0.960443,61.3269
347,7.2292,-1.991241,16.0,14.529505,0.131546,-0.247734,-0.959856,61.3389
348,7.25,-2.054122,16.0,14.515795,0.135743,-0.247812,-0.959251,61.3509
349,7.2708,-2.11698,16.0,14.502099,0.139938,-0.247885,-0.958629,61.363
350,7.2917,-2.179817,16.0,14.488411,0.144132,-0.247954,-0.95799,61.3751
351,7.3125,-2.242636,16.0,14.474723,0.148324,-0.248019,-0.957333,61.3872
352,7.3333,-2.305438,16.0,14.46103,0.152515,-0.248079,-0.956659,61.3994
353,7.3542,-2.368225,16.0,14.447325,0.156703,-0.248134,-0.955967,61.4115
354,7.375,-2.431,16.0,14.433602,0.160891,-0.248186,-0.955258,61.4236
355,7.3958,-2.493765,16.0,14.419855,0.165076,-0.248234,-0.954531,61.4358
356,7.4167,-2.556523,16.0,14.406077,0.16926,-0.248277,-0.953787,61.4479
357,7.4375,-2.619275,16.0,14.392261,0.173443,-0.248317,-0.953025,61.46
358,7.4583,-2.682023,16.0,14.378402,0.177624,-0.248353,-0.952245,61.4722
359,7.4792,-2.744771,16.0,14.364492,0.181803,-0.248385,-0.951448,61.4843
360,7.5,-2.80752,16.0,14.350525,0.185981,-0.248414,-0.950632,61.4963
361,7.5208,-2.870272,16.0,14.336495,0.190157,-0.248439,-0.949799,61.5084
362,7.5417,-2.93303,16.0,14.322394,0.194332,-0.248461,-0.948948,61.5204
363,7.5625,-2.995796,16.0,14.308218,0.198505,-0.248479,-0.948079,61.5324
364,7.5833,-3.058572,16.0,14.293958,0.202677,-0.248494,-0.947192,61.5443
365,7.6042,-3.121361,16.0,14.279609,0.206848,-0.248506,-0.946287,61.5562
366,7.625,-3.184165,16.0,14.265163,0.211017,-0.248515,-0.945363,61.568
367,7.6458,-3.246986,16.0,14.250615,0.215185,-0.248521,-0.944422,61.5798
368,7.6667,-3.309827,16.0,14.235957,0.219353,-0.248524,-0.943462,61.5915
369,7.6875,-3.372689,16.0,14.221183,0.223519,-0.248525,-0.942483,61.6031
370,7.7083,-3.435576,16.0,14.206286,0.227684,-0.248522,-0.941486,61.6147
371,7.7292,-3.498489,16.0,14.19126,0.231849,-0.248517,-0.940471,61.6262
372,7.75,-3.561431,16.0,14.176098,0.236013,-0.248509,-0.939437,61.6376
373,7.7708,-3.624404,16.0,14.160793,0.240176,-0.248499,-0.938384,61.6489
374,7.7917,-3.687411,16.0,14.145338,0.244339,-0.248486,-0.937312,61.6602
375,7.8125,-3.750453,16.0,14.129727,0.248501,-0.248471,-0.936221,61.6713
376,7.8333,-3.813534,16.0,14.113954,0.252663,-0.248454,-0.935111,61.6824
377,7.8542,-3.876656,16.0,14.09801,0.256825,-0.248434,-0.933981,61.6933
378,7.875,-3.939821,16.0,14.08189,0.260987,-0.248413,-0.932833,61.7042
379,7.8958,-4.003031,16.0,14.065587,0.265149,-0.248389,-0.931664,61.7149
380,7.9167,-4.066289,16.0,14.049095,0.269312,-0.248364,-0.930477,61.7255
381,7.9375,-4.129597,16.0,14.032405,0.273475,-0.248336,-0.929269,61.736
382,7.9583,-4.192958,16.0,14.015512,0.277638,-0.248307,-0.928041,61.7463
383,7.9792,-4.256374,16.0,13.998408,0.281802,-0.248277,-0.926794,61.7565
384,8.0,-4.319848,16.0,13.981088,0.285967,-0.248244,-0.925526,61.7666
385,8.0208,-4.383381,16.0,13.963543,0.290133,-0.24821,-0.924237,61.7765
386,8.0417,-4.446977,16.0,13.945768,0.2943,-0.248174,-0.922928,61.7863
387,8.0625,-4.510637,16.0,13.927755,0.298469,-0.248137,-0.921599,61.796
388,8.0833,-4.574365,16.0,13.909498,0.302639,-0.248099,-0.920248,61.8054
389,8.1042,-4.638162,16.0,13.890989,0.30681,-0.248059,-0.918877,61.8148
390,8.125,-4.702032,16.0,13.872222,0.310984,-0.248018,-0.917484,61.8239
391,8.1458,-4.765976,16.0,13.85319,0.315159,-0.247976,-0.916069,61.8329
392,8.1667,-4.829997,16.0,13.833886,0.319337,-0.247933,-0.914633,61.8417
393,8.1875,-4.894097,16.0,13.814304,0.323517,-0.247888,-0.913175,61.8503
394,8.2083,-4.95828,16.0,13.794435,0.3277,-0.247843,-0.911694,61.8587
395,8.2292,-5.022546,16.0,13.774275,0.331885,-0.247797,-0.910192,61.8669
396,8.25,-5.0869,16.0,13.753814,0.336074,-0.247749,-0.908666,61.875
397,8.2708,-5.151343,16.0,13.733047,0.340265,-0.247701,-0.907118,61.8828
398,8.2917,-5.215878,16.0,13.711967,0.34446,-0.247652,-0.905547,61.8904
399,8.3125,-5.280507,16.0,13.690567,0.348658,-0.247603,-0.903953,61.8979
400,8.3333,-5.345233,16.0,13.668839,0.35286,-0.247552,-0.902334,61.9051
401,8.3542,-5.410058,16.0,13.646777,0.357066,-0.247501,-0.900692,61.912
402,8.375,-5.474986,16.0,13.624374,0.361276,-0.24745,-0.899026,61.9188
403,8.3958,-5.540017,16.0,13.601623,0.36549,-0.247398,-0.897336,61.9253
404,8.4167,-5.605155,16.0,13.578518,0.369708,-0.247345,-0.895621,61.9316
405,8.4375,-5.670403,16.0,13.55505,0.373932,-0.247292,-0.89388,61.9376
406,8.4583,-5.735762,16.0,13.531213,0.37816,-0.247238,-0.892115,61.9434
407,8.4792,-5.801235,16.0,13.507001,0.382393,-0.247184,-0.890324,61.949
408,8.5,-5.866826,16.0,13.482406,0.386631,-0.247129,-0.888506,61.9542
409,8.5208,-5.932536,16.0,13.457421,0.390874,-0.247075,-0.886663,61.9593
410,8.5417,-5.998367,16.0,13.432039,0.395123,-0.247019,-0.884793,61.964
411,8.5625,-6.064323,16.0,13.406254,0.399378,-0.246964,-0.882896,61.9685
412,8.5833,-6.130406,16.0,13.380057,0.403639,-0.246908,-0.880972,61.9727
413,8.6042,-6.196619,16.0,13.353444,0.407906,-0.246852,-0.87902,61.9766
414,8.625,-6.262963,16.0,13.326405,0.41218,-0.246796,-0.87704,61.9803
415,8.6458,-6.329442,16.0,13.298935,0.416459,-0.246739,-0.875032,61.9836
416,8.6667,-6.396058,16.0,13.271027,0.420746,-0.246683,-0.872995,61.9867
417,8.6875,-6.462814,16.0,13.242672,0.425039,-0.246626,-0.870929,61.9894
418,8.7083,-6.529711,16.0,13.213865,0.429339,-0.246569,-0.868833,61.9919
419,8.7292,-6.596754,16.0,13.184599,0.433647,-0.246511,-0.866708,61.994
420,8.75,-6.663943,16.0,13.154866,0.437962,-0.246454,-0.864552,61.9958
421,8.7708,-6.731282,16.0,13.12466,0.442284,-0.246396,-0.862365,61.9973
422,8.7917,-6.798774,16.0,13.093972,0.446614,-0.246339,-0.860147,61.9985
423,8.8125,-6.86642,16.0,13.062798,0.450951,-0.246281,-0.857898,61.9993
424,8.8333,-6.934224,16.0,13.031129,0.455297,-0.246223,-0.855616,61.9998
425,8.8542,-7.002833,16.0,12.998651,0.459692,-0.246164,-0.85328,62.0
426,8.875,-7.091496,16.0,12.956462,0.465357,-0.246082,-0.850227,61.9999
427,8.8958,-7.181197,16.0,12.913848,0.471063,-0.245988,-0.847107,61.9994
428,8.9167,-7.271909,16.0,12.87081,0.476807,-0.245881,-0.843918,61.9988
429,8.9375,-7.363604,16.0,12.827346,0.482586,-0.245762,-0.840661,61.9978
430,8.9583,-7.456255,16.0,12.783457,0.488397,-0.245631,-0.837337,61.9966
431,8.9792,-7.549837,16.0,12.739142,0.494237,-0.245487,-0.833946,61.9951
432,9.0,-7.644322,16.0,12.6944,0.500103,-0.245331,-0.830487,61.9934
433,9.0208,-7.739684,16.0,12.649233,0.505993,-0.245162,-0.826962,61.9914
434,9.0417,-7.835894,16.0,12.603638,0.511904,-0.24498,-0.823371,61.9892
435,9.0625,-7.932928,16.0,12.557616,0.517832,-0.244786,-0.819714,61.9867
436,9.0833,-8.030756,16.0,12.511166,0.523774,-0.244579,-0.815991,61.984
437,9.1042,-8.129354,16.0,12.464288,0.529729,-0.244359,-0.812204,61.981
438,9.125,-8.228693,16.0,12.416982,0.535693,-0.244127,-0.808353,61.9778
439,9.1458,-8.328746,16.0,12.369247,0.541663,-0.243883,-0.804439,61.9743
440,9.1667,-8.429486,16.0,12.321084,0.547637,-0.243626,-0.800462,61.9706
441,9.1875,-8.530887,16.0,12.272491,0.553612,-0.243356,-0.796424,61.9667
442,9.2083,-8.632921,16.0,12.223468,0.559586,-0.243075,-0.792325,61.9626
443,9.2292,-8.735561,16.0,12.174016,0.565555,-0.242781,-0.788166,61.9582
444,9.25,-8.83878,16.0,12.124134,0.571517,-0.242475,-0.783948,61.9536
445,9.2708,-8.94255,16.0,12.073821,0.577469,-0.242158,-0.779672,61.9488
446,9.2917,-9.046845,16.0,12.023077,0.58341,-0.241829,-0.77534,61.9437
447,9.3125,-9.151637,16.0,11.971903,0.589336,-0.241488,-0.770952,61.9385
448,9.3333,-9.256899,16.0,11.920297,0.595245,-0.241136,-0.766509,61.933
449,9.3542,-9.362603,16.0,11.868259,0.601135,-0.240773,-0.762014,61.9273
450,9.375,-9.468723,16.0,11.81579,0.607004,-0.240398,-0.757466,61.9215
451,9.3958,-9.575232,16.0,11.762889,0.612849,-0.240014,-0.752867,61.9154
452,9.4167,-9.682101,16.0,11.709556,0.618669,-0.239618,-0.748219,61.9091
453,9.4375,-9.789303,16.0,11.65579,0.62446,-0.239213,-0.743523,61.9026
454,9.4583,-9.896811,16.0,11.601591,0.630222,-0.238797,-0.738781,61.8959
455,9.4792,-10.004599,16.0,11.546959,0.635951,-0.238372,-0.733993,61.889
456,9.5,-10.112638,16.0,11.491894,0.641647,-0.237937,-0.729161,61.8819
457,9.5208,-10.220901,16.0,11.436395,0.647307,-0.237494,-0.724286,61.8747
458,9.5417,-10.32936,16.0,11.380463,0.65293,-0.237041,-0.719371,61.8672
459,9.5625,-10.437989,16.0,11.324097,0.658513,-0.23658,-0.714416,61.8596
460,9.5833,-10.54676,16.0,11.267296,0.664056,-0.236111,-0.709423,61.8518
461,9.6042,-10.655646,16.0,11.210062,0.669557,-0.235634,-0.704394,61.8438
462,9.625,-10.764618,16.0,11.152393,0.675013,-0.23515,-0.699329,61.8357
463,9.6458,-10.873651,16.0,11.094289,0.680425,-0.234658,-0.694231,61.8273
464,9.6667,-10.982715,16.0,11.03575,0.68579,-0.23416,-0.689102,61.8189
465,9.6875,-11.091785,16.0,10.976776,0.691107,-0.233655,-0.683941,61.8102
466,9.7083,-11.200833,16.0,10.917367,0.696376,-0.233144,-0.678752,61.8014
467,9.7292,-11.30983,16.0,10.857523,0.701594,-0.232628,-0.673536,61.7924
468,9.75,-11.41875,16.0,10.797243,0.706761,-0.232105,-0.668293,61.7833
469,9.7708,-11.527566,16.0,10.736527,0.711876,-0.231578,-0.663026,61.774
470,9.7917,-11.636249,16.0,10.675375,0.716938,-0.231047,-0.657736,61.7645
471,9.8125,-11.744773,16.0,10.613787,0.721946,-0.230511,-0.652425,61.7549
472,9.8333,-11.85311,16.0,10.551763,0.7269,-0.229971,-0.647094,61.7452
473,9.8542,-11.961233,16.0,10.489303,0.731798,-0.229428,-0.641744,61.7353
474,9.875,-12.069115,16.0,10.426406,0.73664,-0.228882,-0.636377,61.7253
475,9.8958,-12.176727,16.0,10.363072,0.741425,-0.228333,-0.630994,61.7152
476,9.9167,-12.284043,16.0,10.299302,0.746153,-0.227781,-0.625597,61.7049
477,9.9375,-12.391035,16.0,10.235095,0.750824,-0.227228,-0.620186,61.6945
478,9.9583,-12.497676,16.0,10.170451,0.755436,-0.226673,-0.614765,61.6839
479,9.9792,-12.603939,16.0,10.10537,0.75999,-0.226117,-0.609332,61.6733
480,10.0,-12.709796,16.0,10.039852,0.764486,-0.22556,-0.603891,61.6625
481,10.0208,-12.81522,16.0,9.973897,0.768923,-0.225003,-0.598441,61.6516
482,10.0417,-12.920183,16.0,9.907504,0.7733,-0.224445,-0.592985,61.6405
483,10.0625,-13.024659,16.0,9.840674,0.777618,-0.223888,-0.587523,61.6294
484,10.0833,-13.12862,16.0,9.773406,0.781877,-0.223332,-0.582057,61.6181
485,10.1042,-13.232038,16.0,9.705701,0.786077,-0.222777,-0.576588,61.6068
486,10.125,-13.334888,16.0,9.637558,0.790217,-0.222223,-0.571116,61.5953
487,10.1458,-13.43714,16.0,9.568978,0.794298,-0.221671,-0.565643,61.5838
488,10.1667,-13.538769,16.0,9.499959,0.79832,-0.221121,-0.56017,61.5721
489,10.1875,-13.639746,16.0,9.430503,0.802283,-0.220573,-0.554698,61.5603
490,10.2083,-13.740046,16.0,9.360609,0.806187,-0.220028,-0.549227,61.5485
491,10.2292,-13.839639,16.0,9.290277,0.810032,-0.219487,-0.543759,61.5366
492,10.25,-13.938501,16.0,9.219508,0.813819,-0.218949,-0.538294,61.5245
493,10.2708,-14.036602,16.0,9.1483,0.817547,-0.218415,-0.532833,61.5124
494,10.2917,-14.133917,16.0,9.076654,0.821218,-0.217885,-0.527378,61.5002
495,10.3125,-14.230419,16.0,9.00457,0.824831,-0.217359,-0.521928,61.4879
496,10.3333,-14.326079,16.0,8.932048,0.828387,-0.216839,-0.516484,61.4756
497,10.3542,-14.420871,16.0,8.859089,0.831886,-0.216323,-0.511048,61.4632
498,10.375,-14.514769,16.0,8.785691,0.835329,-0.215813,-0.505619,61.4507
499,10.3958,-14.607745,16.0,8.711855,0.838715,-0.215309,-0.500198,61.4381
500,10.4167,-14.699772,16.0,8.637581,0.842047,-0.214811,-0.494786,61.4255
501,10.4375,-14.790823,16.0,8.562869,0.845323,-0.214319,-0.489384,61.4128
502,10.4583,-14.880872,16.0,8.487719,0.848544,-0.213834,-0.483991,61.4
503,10.4792,-14.969892,16.0,8.412131,0.851712,-0.213356,-0.478608,61.3872
504,10.5,-15.057856,16.0,8.336105,0.854826,-0.212885,-0.473236,61.3744
505,10.5208,-15.144736,16.0,8.259642,0.857887,-0.212422,-0.467875,61.3615
506,10.5417,-15.230507,16.0,8.18274,0.860896,-0.211967,-0.462525,61.3485
507,10.5625,-15.315142,16.0,8.105401,0.863852,-0.211519,-0.457186,61.3355
508,10.5833,-15.398613,16.0,8.027624,0.866758,-0.21108,-0.451859,61.3225
509,10.6042,-15.480895,16.0,7.949409,0.869612,-0.21065,-0.446544,61.3094
510,10.625,-15.56196,16.0,7.870757,0.872416,-0.210228,-0.441241,61.2963
511,10.6458,-15.641783,16.0,7.791667,0.875171,-0.209816,-0.43595,61.2831
512,10.6667,-15.720336,16.0,7.712139,0.877877,-0.209413,-0.430672,61.27
513,10.6875,-15.797593,16.0,7.632174,0.880534,-0.209019,-0.425406,61.2568
514,10.7083,-15.873528,16.0,7.551772,0.883144,-0.208636,-0.420152,61.2435
515,10.7292,-15.948114,16.0,7.470933,0.885706,-0.208263,-0.414911,61.2303
516,10.75,-16.021325,16.0,7.389656,0.888222,-0.2079,-0.409682,61.217
517,10.7708,-16.093135,16.0,7.307943,0.890692,-0.207548,-0.404466,61.2037
518,10.7917,-16.163516,16.0,7.225792,0.893116,-0.207206,-0.399261,61.1904
519,10.8125,-16.232444,16.0,7.143205,0.895495,-0.206876,-0.394069,61.1771
520,10.8333,-16.299891,16.0,7.060181,0.89783,-0.206557,-0.388889,61.1638
521,10.8542,-16.365832,16.0,6.97672,0.900122,-0.20625,-0.38372,61.1505
522,10.875,-16.43024,16.0,6.892823,0.902371,-0.205955,-0.378563,61.1372
523,10.8958,-16.49309,16.0,6.80849,0.904577,-0.205672,-0.373417,61.1238
524,10.9167,-16.554355,16.0,6.723721,0.906741,-0.205401,-0.368282,61.1105
525,10.9375,-16.61401,16.0,6.638515,0.908864,-0.205142,-0.363158,61.0972
526,10.9583,-16.672028,16.0,6.552874,0.910946,-0.204897,-0.358044,61.0839
527,10.9792,-16.728384,16.0,6.466797,0.912988,-0.204664,-0.352939,61.0706
528,11.0,-16.783051,16.0,6.380285,0.91499,-0.204445,-0.347845,61.0573
529,11.0208,-16.836005,16.0,6.293337,0.916953,-0.204239,-0.342759,61.0441
530,11.0417,-16.887219,16.0,6.205954,0.918877,-0.204047,-0.337682,61.0308
531,11.0625,-16.936667,16.0,6.118136,0.920764,-0.203869,-0.332613,61.0176
532,11.0833,-16.984324,16.0,6.029883,0.922613,-0.203705,-0.327552,61.0044
533,11.1042,-17.030114,16.00004,5.941495,0.924419,-0.203557,-0.322513,60.9784
534,11.125,-17.074838,16.000249,5.852081,0.926202,-0.203427,-0.317438,60.9452
535,11.1458,-17.118684,16.000633,5.761362,0.927968,-0.203314,-0.312311,60.911
536,11.1667,-17.161652,16.001187,5.669364,0.929716,-0.203217,-0.307132,60.876
537,11.1875,-17.203743,16.001905,5.576116,0.931446,-0.203136,-0.301902,60.8401
538,11.2083,-17.244959,16.002781,5.481643,0.933155,-0.20307,-0.296621,60.8033
539,11.2292,-17.285301,16.003812,5.385973,0.934844,-0.203018,-0.291291,60.7658
540,11.25,-17.32477,16.004991,5.289134,0.936512,-0.202981,-0.285911,60.7274
541,11.2708,-17.363366,16.006314,5.191151,0.938157,-0.202957,-0.280482,60.6882
542,11.2917,-17.401092,16.007775,5.092052,0.939779,-0.202946,-0.275006,60.6483
543,11.3125,-17.437947,16.00937,4.991865,0.941377,-0.202947,-0.269483,60.6076
544,11.3333,-17.473934,16.011092,4.890615,0.942951,-0.202961,-0.263914,60.5661
545,11.3542,-17.509054,16.012937,4.78833,0.944499,-0.202986,-0.258299,60.5238
546,11.375,-17.543307,16.014901,4.685037,0.946021,-0.203022,-0.25264,60.4809
547,11.3958,-17.576694,16.016976,4.580762,0.947515,-0.203068,-0.246937,60.4372
548,11.4167,-17.609218,16.019159,4.475532,0.948982,-0.203125,-0.241192,60.3928
549,11.4375,-17.640879,16.021444,4.369375,0.95042,-0.20319,-0.235404,60.3478
550,11.4583,-17.671678,16.023827,4.262316,0.951829,-0.203265,-0.229576,60.302
551,11.4792,-17.701616,16.026302,4.154383,0.953207,-0.203349,-0.223708,60.2556
552,11.5,-17.730696,16.028863,4.045603,0.954555,-0.20344,-0.2178,60.2086
553,11.5208,-17.758917,16.031507,3.936002,0.955871,-0.203539,-0.211855,60.1609
554,11.5417,-17.786281,16.034227,3.825606,0.957155,-0.203645,-0.205872,60.1126
555,11.5625,-17.81279,16.037019,3.714442,0.958406,-0.203758,-0.199853,60.0637
556,11.5833,-17.838444,16.039877,3.602538,0.959623,-0.203877,-0.193799,60.0142
557,11.6042,-17.863246,16.042797,3.489919,0.960806,-0.204002,-0.187711,59.9642
558,11.625,-17.887195,16.045773,3.376612,0.961954,-0.204133,-0.18159,59.9135
559,11.6458,-17.910294,16.048801,3.262643,0.963066,-0.204268,-0.175438,59.8623
560,11.6667,-17.932544,16.051875,3.148039,0.964142,-0.204408,-0.169254,59.8106
561,11.6875,-17.953946,16.054991,3.032827,0.965182,-0.204552,-0.163041,59.7584
562,11.7083,-17.974501,16.058143,2.917032,0.966184,-0.204699,-0.156799,59.7056
563,11.7292,-17.99421,16.061326,2.800681,0.967149,-0.20485,-0.15053,59.6524
564,11.75,-18.013076,16.064535,2.683801,0.968075,-0.205004,-0.144235,59.5987
565,11.7708,-18.031099,16.067765,2.566417,0.968963,-0.205161,-0.137915,59.5445
566,11.7917,-18.04828,16.071012,2.448556,0.969811,-0.205319,-0.131571,59.4898
567,11.8125,-18.064622,16.07427,2.330244,0.970619,-0.20548,-0.125205,59.4347
568,11.8333,-18.080125,16.077534,2.211507,0.971388,-0.205641,-0.118817,59.3792
569,11.8542,-18.09479,16.080799,2.092372,0.972116,-0.205804,-0.11241,59.3233
570,11.875,-18.10862,16.084061,1.972863,0.972803,-0.205967,-0.105983,59.2669
571,11.8958,-18.121615,16.087314,1.853008,0.973448,-0.206131,-0.099539,59.2102
572,11.9167,-18.133776,16.090553,1.732832,0.974053,-0.206295,-0.093079,59.1531
573,11.9375,-18.145107,16.093774,1.612361,0.974615,-0.206458,-0.086604,59.0957
574,11.9583,-18.155606,16.096971,1.491622,0.975136,-0.20662,-0.080115,59.0379
575,11.9792,-18.165277,16.10014,1.370639,0.975614,-0.206782,-0.073614,58.9798
576,12.0,-18.17412,16.103276,1.249439,0.976049,-0.206942,-0.067102,58.9213
577,12.0208,-18.182137,16.106374,1.128047,0.976442,-0.2071,-0.06058,58.8626
578,12.0417,-18.18933,16.109429,1.006489,0.976792,-0.207257,-0.05405,58.8035
579,12.0625,-18.195699,16.112435,0.884791,0.977099,-0.207411,-0.047513,58.7442
580,12.0833,-18.201246,16.115389,0.762978,0.977363,-0.207562,-0.04097,58.6846
581,12.1042,-18.205974,16.118285,0.641076,0.977584,-0.207711,-0.034423,58.6248
582,12.125,-18.209882,16.121119,0.51911,0.977762,-0.207856,-0.027873,58.5647
583,12.1458,-18.212973,16.123886,0.397106,0.977897,-0.207998,-0.021322,58.5044
584,12.1667,-18.215248,16.12658,0.275089,0.977988,-0.208136,-0.01477,58.4439
585,12.1875,-18.216709,16.129198,0.153084,0.978037,-0.20827,-0.008219,58.3831
586,12.2083,-18.217357,16.131733,0.031117,0.978042,-0.2084,-0.001671,58.3222
587,12.2292,-18.217194,16.134183,-0.090787,0.978005,-0.208525,0.004874,58.2612
588,12.25,-18.216221,16.136541,-0.212603,0.977925,-0.208646,0.011413,58.1999
589,12.2708,-18.214439,16.138803,-0.334306,0.977802,-0.208762,0.017946,58.1385
590,12.2917,-18.211851,16.140964,-0.45587,0.977637,-0.208872,0.024472,58.077
