frame,time,px,py,pz,dx,dy,dz,fov
868,18.0833,-0.910453,12.61084,-10.779391,0.084116,-0.033338,0.995898,46.5491
869,18.1042,-0.866613,12.601525,-10.752007,0.080297,-0.032571,0.996239,46.5254
870,18.125,-0.823476,12.592311,-10.724439,0.076521,-0.031809,0.99656,46.5019
871,18.1458,-0.781045,12.583199,-10.69669,0.072788,-0.031052,0.996864,46.4786
872,18.1667,-0.739328,12.57419,-10.668763,0.069101,-0.0303,0.997149,46.4555
873,18.1875,-0.698329,12.565284,-10.64066,0.065459,-0.029554,0.997418,46.4327
874,18.2083,-0.658053,12.556481,-10.612385,0.061863,-0.028812,0.997669,46.4101
875,18.2292,-0.618505,12.547783,-10.583939,0.058316,-0.028076,0.997903,46.3878
876,18.25,-0.57969,12.53919,-10.555325,0.054816,-0.027346,0.998122,46.3657
877,18.2708,-0.541614,12.530703,-10.526547,0.051366,-0.026622,0.998325,46.3438
878,18.2917,-0.504281,12.522322,-10.497607,0.047966,-0.025903,0.998513,46.3221
879,18.3125,-0.467695,12.514047,-10.468507,0.044618,-0.02519,0.998687,46.3007
880,18.3333,-0.431861,12.50588,-10.439251,0.041321,-0.024483,0.998846,46.2795
881,18.3542,-0.396783,12.49782,-10.40984,0.038078,-0.023782,0.998992,46.2586
882,18.375,-0.362466,12.489869,-10.380278,0.034888,-0.023088,0.999124,46.2378
883,18.3958,-0.328914,12.482026,-10.350568,0.031753,-0.0224,0.999245,46.2174
884,18.4167,-0.296131,12.474293,-10.320711,0.028674,-0.021718,0.999353,46.1971
885,18.4375,-0.264121,12.466669,-10.290711,0.025652,-0.021043,0.999449,46.1772
886,18.4583,-0.232888,12.459156,-10.26057,0.022687,-0.020375,0.999535,46.1574
887,18.4792,-0.202435,12.451753,-10.23029,0.01978,-0.019713,0.99961,46.1379
888,18.5,-0.172767,12.444462,-10.199875,0.016933,-0.019059,0.999675,46.1186
889,18.5208,-0.143886,12.437282,-10.169327,0.014145,-0.018411,0.99973,46.0996
890,18.5417,-0.115796,12.430214,-10.138649,0.011419,-0.017771,0.999777,46.0809
891,18.5625,-0.088501,12.423258,-10.107842,0.008754,-0.017138,0.999815,46.0623
892,18.5833,-0.062003,12.416415,-10.076911,0.006152,-0.016512,0.999845,46.0441
893,18.6042,-0.036306,12.409685,-10.045856,0.003614,-0.015893,0.999867,46.026
894,18.625,-0.011413,12.403068,-10.014681,0.001139,-0.015283,0.999883,46.0083
895,18.6458,0.010738,12.397093,-9.98592,-0.001075,-0.014728,0.999891,45.9954
896,18.6667,0.030545,12.391677,-9.959157,-0.003067,-0.014224,0.999894,45.9867
897,18.6875,0.049784,12.386348,-9.93212,-0.005012,-0.013726,0.999893,45.9781
898,18.7083,0.068463,12.381103,-9.904814,-0.006911,-0.013235,0.999889,45.9695
899,18.7292,0.086591,12.375941,-9.877245,-0.008766,-0.012749,0.99988,45.9611
900,18.75,0.104176,12.370862,-9.849418,-0.010575,-0.012269,0.999869,45.9527
901,18.7708,0.121227,12.365864,-9.821338,-0.012341,-0.011795,0.999854,45.9443
902,18.7917,0.137752,12.360946,-9.793013,-0.014064,-0.011327,0.999837,45.9361
903,18.8125,0.153759,12.356107,-9.764447,-0.015744,-0.010865,0.999817,45.9279
904,18.8333,0.169256,12.351346,-9.735645,-0.017382,-0.010408,0.999795,45.9198
905,18.8542,0.184252,12.346661,-9.706614,-0.018978,-0.009956,0.99977,45.9118
906,18.875,0.198754,12.342052,-9.677358,-0.020533,-0.00951,0.999744,45.9038
907,18.8958,0.212771,12.337518,-9.647883,-0.022047,-0.009069,0.999716,45.8959
908,18.9167,0.22631,12.333056,-9.618195,-0.023522,-0.008633,0.999686,45.888
909,18.9375,0.239379,12.328667,-9.588299,-0.024957,-0.008202,0.999655,45.8803
910,18.9583,0.251986,12.324349,-9.558199,-0.026353,-0.007776,0.999622,45.8726
911,18.9792,0.264139,12.320101,-9.527902,-0.027711,-0.007354,0.999589,45.8649
912,19.0,0.275845,12.315923,-9.497413,-0.029031,-0.006938,0.999554,45.8573
913,19.0208,0.287113,12.311812,-9.466736,-0.030314,-0.006526,0.999519,45.8498
914,19.0417,0.297949,12.307768,-9.435877,-0.03156,-0.006119,0.999483,45.8424
915,19.0625,0.308361,12.30379,-9.404842,-0.032769,-0.005716,0.999447,45.835
916,19.0833,0.318356,12.299877,-9.373634,-0.033943,-0.005318,0.99941,45.8276
917,19.1042,0.327943,12.296028,-9.34226,-0.035081,-0.004924,0.999372,45.8204
918,19.125,0.337127,12.292242,-9.310723,-0.036184,-0.004534,0.999335,45.8131
919,19.1458,0.345917,12.288517,-9.27903,-0.037253,-0.004148,0.999297,45.806
920,19.1667,0.35432,12.284854,-9.247185,-0.038288,-0.003766,0.99926,45.7989
921,19.1875,0.362342,12.28125,-9.215193,-0.039289,-0.003389,0.999222,45.7918
922,19.2083,0.369991,12.277706,-9.183059,-0.040258,-0.003015,0.999185,45.7848
923,19.2292,0.377274,12.274219,-9.150787,-0.041193,-0.002644,0.999148,45.7779
924,19.25,0.384198,12.270789,-9.118383,-0.042097,-0.002278,0.999111,45.771
925,19.2708,0.390769,12.267416,-9.08585,-0.042969,-0.001915,0.999075,45.7642
926,19.2917,0.396994,12.264097,-9.053195,-0.043809,-0.001556,0.999039,45.7574
927,19.3125,0.402881,12.260833,-9.020421,-0.044619,-0.0012,0.999003,45.7507
928,19.3333,0.408436,12.257622,-8.987534,-0.045398,-0.000847,0.998969,45.744
929,19.3542,0.413665,12.254464,-8.954537,-0.046147,-0.000498,0.998935,45.7374
930,19.375,0.418576,12.251357,-8.921435,-0.046866,-0.000152,0.998901,45.7309
931,19.3958,0.423173,12.2483,-8.888234,-0.047557,0.000191,0.998869,45.7243
932,19.4167,0.427465,12.245294,-8.854936,-0.048218,0.000531,0.998837,45.7179
933,19.4375,0.431458,12.242336,-8.821548,-0.048851,0.000868,0.998806,45.7115
934,19.4583,0.435157,12.239426,-8.788072,-0.049456,0.001202,0.998776,45.7051
935,19.4792,0.438569,12.236563,-8.754514,-0.050034,0.001533,0.998746,45.6988
936,19.5,0.4417,12.233747,-8.720878,-0.050584,0.001861,0.998718,45.6925
937,19.5208,0.444557,12.230976,-8.687168,-0.051107,0.002187,0.998691,45.6863
938,19.5417,0.447145,12.228249,-8.653388,-0.051604,0.00251,0.998664,45.6801
939,19.5625,0.449471,12.225567,-8.619544,-0.052075,0.002831,0.998639,45.674
940,19.5833,0.45154,12.222927,-8.585637,-0.05252,0.003149,0.998615,45.6679
941,19.6042,0.453358,12.220329,-8.551674,-0.052939,0.003465,0.998592,45.6618
942,19.625,0.454932,12.217773,-8.517658,-0.053334,0.003778,0.99857,45.6558
943,19.6458,0.456267,12.215257,-8.483593,-0.053704,0.004089,0.998549,45.6498
944,19.6667,0.457368,12.212781,-8.449484,-0.05405,0.004398,0.998529,45.6439
945,19.6875,0.458241,12.210345,-8.415333,-0.054372,0.004705,0.99851,45.638
946,19.7083,0.458893,12.207946,-8.381146,-0.05467,0.00501,0.998492,45.6322
947,19.7292,0.459328,12.205585,-8.346926,-0.054946,0.005313,0.998475,45.6264
948,19.75,0.459552,12.203261,-8.312676,-0.055198,0.005614,0.99846,45.6207
949,19.7708,0.45957,12.200972,-8.278402,-0.055428,0.005913,0.998445,45.6149
950,19.7917,0.459388,12.198719,-8.244106,-0.055636,0.006211,0.998432,45.6093
951,19.8125,0.459011,12.196501,-8.209793,-0.055822,0.006506,0.99842,45.6036
952,19.8333,0.458444,12.194316,-8.175465,-0.055986,0.0068,0.998408,45.598
953,19.8542,0.457693,12.192165,-8.141128,-0.05613,0.007093,0.998398,45.5925
954,19.875,0.456762,12.190046,-8.106784,-0.056252,0.007384,0.998389,45.5869
955,19.8958,0.455656,12.187959,-8.072438,-0.056355,0.007673,0.998381,45.5814
956,19.9167,0.454382,12.185903,-8.038092,-0.056437,0.007961,0.998374,45.576
957,19.9375,0.452942,12.183877,-8.00375,-0.056499,0.008248,0.998369,45.5706
958,19.9583,0.451343,12.181882,-7.969417,-0.056542,0.008534,0.998364,45.5652
959,19.9792,0.44959,12.179915,-7.935095,-0.056565,0.008818,0.99836,45.5599
960,20.0,0.447686,12.177977,-7.900787,-0.05657,0.009101,0.998357,45.5545
961,20.0208,0.445636,12.176067,-7.866498,-0.056557,0.009383,0.998355,45.5493
962,20.0417,0.443446,12.174184,-7.83223,-0.056525,0.009664,0.998354,45.544
963,20.0625,0.44112,12.172327,-7.797988,-0.056475,0.009944,0.998354,45.5388
964,20.0833,0.438662,12.170497,-7.763773,-0.056408,0.010223,0.998355,45.5336
965,20.1042,0.436077,12.168692,-7.729591,-0.056324,0.010502,0.998357,45.5285
966,20.125,0.43337,12.166912,-7.695443,-0.056223,0.010779,0.99836,45.5234
967,20.1458,0.430543,12.165156,-7.661333,-0.056105,0.011056,0.998364,45.5183
968,20.1667,0.427603,12.163424,-7.627264,-0.055971,0.011332,0.998368,45.5132
969,20.1875,0.424552,12.161715,-7.59324,-0.055821,0.011608,0.998373,45.5082
970,20.2083,0.421396,12.160028,-7.559263,-0.055655,0.011883,0.998379,45.5032
971,20.2292,0.418138,12.158364,-7.525336,-0.055474,0.012157,0.998386,45.4983
972,20.25,0.414782,12.156721,-7.491463,-0.055278,0.012431,0.998394,45.4933
973,20.2708,0.411333,12.155099,-7.457646,-0.055068,0.012705,0.998402,45.4884
974,20.2917,0.407794,12.153497,-7.423889,-0.054843,0.012978,0.998411,45.4836
975,20.3125,0.404169,12.151915,-7.390195,-0.054603,0.013251,0.99842,45.4787
976,20.3333,0.400462,12.150353,-7.356565,-0.05435,0.013524,0.99843,45.4739
977,20.3542,0.396676,12.14881,-7.323004,-0.054084,0.013797,0.998441,45.4691
978,20.375,0.392816,12.147285,-7.289514,-0.053804,0.014069,0.998452,45.4644
979,20.3958,0.388885,12.145778,-7.256097,-0.053512,0.014341,0.998464,45.4596
980,20.4167,0.384887,12.144288,-7.222757,-0.053207,0.014614,0.998477,45.4549
981,20.4375,0.380824,12.142815,-7.189496,-0.05289,0.014886,0.998489,45.4503
982,20.4583,0.376702,12.141359,-7.156317,-0.05256,0.015158,0.998503,45.4456
983,20.4792,0.372522,12.139919,-7.123223,-0.052219,0.015431,0.998516,45.441
984,20.5,0.368288,12.138495,-7.090216,-0.051867,0.015704,0.998531,45.4364
985,20.5208,0.364005,12.137086,-7.057299,-0.051503,0.015976,0.998545,45.4318
986,20.5417,0.359674,12.135691,-7.024474,-0.051129,0.016249,0.99856,45.4273
987,20.5625,0.355299,12.134311,-6.991744,-0.050745,0.016523,0.998575,45.4228
988,20.5833,0.350884,12.132945,-6.959111,-0.05035,0.016797,0.99859,45.4183
989,20.6042,0.34643,12.131593,-6.926578,-0.049945,0.017071,0.998606,45.4138
990,20.625,0.341942,12.130254,-6.894147,-0.049531,0.017345,0.998622,45.4093
991,20.6458,0.337423,12.128927,-6.861821,-0.049107,0.01762,0.998638,45.4049
992,20.6667,0.332874,12.127613,-6.829602,-0.048674,0.017896,0.998654,45.4005
993,20.6875,0.3283,12.126311,-6.797493,-0.048233,0.018172,0.998671,45.3961
994,20.7083,0.323702,12.125021,-6.765494,-0.047783,0.018449,0.998687,45.3918
995,20.7292,0.319084,12.123742,-6.73361,-0.047325,0.018726,0.998704,45.3875
996,20.75,0.314448,12.122474,-6.701842,-0.04686,0.019004,0.998721,45.3832
997,20.7708,0.309798,12.121217,-6.670192,-0.046386,0.019283,0.998737,45.3789
998,20.7917,0.305134,12.11997,-6.638663,-0.045906,0.019562,0.998754,45.3746
999,20.8125,0.300461,12.118733,-6.607256,-0.045418,0.019843,0.998771,45.3704
1000,20.8333,0.29578,12.117505,-6.575974,-0.044924,0.020124,0.998788,45.3662
1001,20.8542,0.291094,12.116287,-6.544819,-0.044424,0.020406,0.998804,45.362
1002,20.875,0.286405,12.115079,-6.513793,-0.043917,0.020689,0.998821,45.3578
1003,20.8958,0.281716,12.113878,-6.482897,-0.043405,0.020973,0.998837,45.3537
1004,20.9167,0.277029,12.112687,-6.452134,-0.042887,0.021257,0.998854,45.3495
1005,20.9375,0.272346,12.111504,-6.421507,-0.042364,0.021543,0.99887,45.3454
1006,20.9583,0.267669,12.110328,-6.391015,-0.041835,0.02183,0.998886,45.3413
1007,20.9792,0.263001,12.109161,-6.360663,-0.041303,0.022118,0.998902,45.3373
1008,21.0,0.258343,12.108001,-6.330451,-0.040765,0.022407,0.998917,45.3332
1009,21.0208,0.253697,12.106848,-6.300381,-0.040224,0.022697,0.998933,45.3292
1010,21.0417,0.249066,12.105702,-6.270455,-0.039679,0.022988,0.998948,45.3252
1011,21.0625,0.244451,12.104562,-6.240676,-0.03913,0.023281,0.998963,45.3213
1012,21.0833,0.239855,12.10343,-6.211044,-0.038578,0.023574,0.998977,45.3173
1013,21.1042,0.235278,12.102303,-6.181561,-0.038023,0.023869,0.998992,45.3134
1014,21.125,0.230723,12.101183,-6.152229,-0.037465,0.024165,0.999006,45.3094
1015,21.1458,0.226191,12.100068,-6.12305,-0.036905,0.024462,0.999019,45.3055
1016,21.1667,0.221684,12.09896,-6.094026,-0.036342,0.024761,0.999033,45.3017
1017,21.1875,0.217205,12.097856,-6.065157,-0.035778,0.025061,0.999045,45.2978
1018,21.2083,0.212753,12.096758,-6.036446,-0.035212,0.025362,0.999058,45.294
1019,21.2292,0.208331,12.095666,-6.007895,-0.034644,0.025665,0.99907,45.2902
1020,21.25,0.203941,12.094578,-5.979503,-0.034075,0.025969,0.999082,45.2864
1021,21.2708,0.199583,12.093495,-5.951274,-0.033506,0.026274,0.999093,45.2826
1022,21.2917,0.195259,12.092416,-5.923209,-0.032935,0.026581,0.999104,45.2788
1023,21.3125,0.19097,12.091343,-5.895308,-0.032365,0.026889,0.999114,45.2751
1024,21.3333,0.186718,12.090273,-5.867575,-0.031794,0.027198,0.999124,45.2714
1025,21.3542,0.182504,12.089208,-5.840009,-0.031224,0.027509,0.999134,45.2677
1026,21.375,0.178329,12.088147,-5.812612,-0.030653,0.027821,0.999143,45.264
1027,21.3958,0.174194,12.08709,-5.785386,-0.030084,0.028135,0.999151,45.2604
1028,21.4167,0.170101,12.086037,-5.758331,-0.029515,0.02845,0.999159,45.2567
1029,21.4375,0.16605,12.084988,-5.73145,-0.028948,0.028767,0.999167,45.2531
1030,21.4583,0.162042,12.083942,-5.704744,-0.028381,0.029085,0.999174,45.2495
1031,21.4792,0.158079,12.0829,-5.678213,-0.027817,0.029404,0.99918,45.2459
1032,21.5,0.15416,12.081861,-5.65186,-0.027254,0.029725,0.999186,45.2424
1033,21.5208,0.150288,12.080826,-5.625684,-0.026693,0.030047,0.999192,45.2389
1034,21.5417,0.146463,12.079794,-5.599688,-0.026135,0.030371,0.999197,45.2353
1035,21.5625,0.142686,12.078766,-5.573872,-0.025579,0.030696,0.999201,45.2318
1036,21.5833,0.138957,12.07774,-5.548238,-0.025025,0.031023,0.999205,45.2284
1037,21.6042,0.135277,12.076718,-5.522787,-0.024475,0.031351,0.999209,45.2249
1038,21.625,0.131648,12.075699,-5.497519,-0.023928,0.03168,0.999212,45.2215
1039,21.6458,0.128068,12.074683,-5.472437,-0.023384,0.032011,0.999214,45.2181
1040,21.6667,0.12454,12.07367,-5.44754,-0.022844,0.032343,0.999216,45.2147
1041,21.6875,0.121064,12.07266,-5.42283,-0.022307,0.032677,0.999217,45.2113
1042,21.7083,0.117639,12.071653,-5.398309,-0.021775,0.033012,0.999218,45.2079
1043,21.7292,0.114268,12.070649,-5.373976,-0.021247,0.033348,0.999218,45.2046
1044,21.75,0.110949,12.069648,-5.349833,-0.020723,0.033685,0.999218,45.2013
1045,21.7708,0.107684,12.06865,-5.325881,-0.020203,0.034024,0.999217,45.198
1046,21.7917,0.104472,12.067655,-5.302121,-0.019688,0.034364,0.999215,45.1947
1047,21.8125,0.101315,12.066662,-5.278554,-0.019179,0.034705,0.999214,45.1915
1048,21.8333,0.098212,12.065673,-5.25518,-0.018674,0.035048,0.999211,45.1882
1049,21.8542,0.095164,12.064687,-5.232,-0.018174,0.035391,0.999208,45.185
1050,21.875,0.092171,12.063703,-5.209016,-0.01768,0.035736,0.999205,45.1818
1051,21.8958,0.089232,12.062723,-5.186228,-0.017192,0.036082,0.999201,45.1787
1052,21.9167,0.086349,12.061745,-5.163637,-0.016709,0.036429,0.999197,45.1755
1053,21.9375,0.083521,12.060771,-5.141244,-0.016232,0.036776,0.999192,45.1724
1054,21.9583,0.080749,12.059799,-5.119049,-0.015761,0.037125,0.999186,45.1693
1055,21.9792,0.078032,12.058831,-5.097054,-0.015297,0.037475,0.99918,45.1662
1056,22.0,0.07537,12.057866,-5.075258,-0.014838,0.037826,0.999174,45.1631
1057,22.0208,0.072763,12.056904,-5.053663,-0.014386,0.038177,0.999167,45.1601
1058,22.0417,0.070212,12.055946,-5.03227,-0.013941,0.03853,0.99916,45.1571
1059,22.0625,0.067717,12.054991,-5.011079,-0.013502,0.038883,0.999153,45.1541
1060,22.0833,0.065276,12.054039,-4.99009,-0.01307,0.039236,0.999144,45.1511
1061,22.1042,0.06289,12.053091,-4.969306,-0.012645,0.039591,0.999136,45.1481
1062,22.125,0.060559,12.052146,-4.948725,-0.012227,0.039946,0.999127,45.1452
1063,22.1458,0.058282,12.051205,-4.928349,-0.011816,0.040301,0.999118,45.1423
1064,22.1667,0.05606,12.050268,-4.908179,-0.011412,0.040657,0.999108,45.1394
1065,22.1875,0.053892,12.049334,-4.888215,-0.011015,0.041014,0.999098,45.1365
1066,22.2083,0.051778,12.048405,-4.868457,-0.010626,0.041371,0.999087,45.1337
1067,22.2292,0.049717,12.047479,-4.848907,-0.010244,0.041728,0.999077,45.1309
1068,22.25,0.047709,12.046558,-4.829564,-0.009869,0.042085,0.999065,45.1281
1069,22.2708,0.045754,12.04564,-4.81043,-0.009502,0.042442,0.999054,45.1253
1070,22.2917,0.043851,12.044728,-4.791505,-0.009143,0.0428,0.999042,45.1226
1071,22.3125,0.042,12.043819,-4.77279,-0.008791,0.043157,0.99903,45.1198
1072,22.3333,0.040201,12.042916,-4.754284,-0.008447,0.043515,0.999017,45.1171
1073,22.3542,0.038452,12.042016,-4.735989,-0.008111,0.043872,0.999004,45.1145
1074,22.375,0.036754,12.041122,-4.717906,-0.007782,0.044229,0.998991,45.1118
1075,22.3958,0.035106,12.040233,-4.700034,-0.007462,0.044585,0.998978,45.1092
1076,22.4167,0.033507,12.039349,-4.682374,-0.007149,0.044942,0.998964,45.1066
1077,22.4375,0.031958,12.03847,-4.664927,-0.006843,0.045297,0.99895,45.104
1078,22.4583,0.030456,12.037596,-4.647693,-0.006546,0.045652,0.998936,45.1014
1079,22.4792,0.029002,12.036728,-4.630673,-0.006256,0.046007,0.998922,45.0989
1080,22.5,0.027596,12.035865,-4.613866,-0.005975,0.04636,0.998907,45.0964
1081,22.5208,0.026236,12.035008,-4.597275,-0.0057,0.046713,0.998892,45.0939
1082,22.5417,0.024921,12.034158,-4.580898,-0.005434,0.047065,0.998877,45.0915
1083,22.5625,0.023652,12.033313,-4.564737,-0.005176,0.047416,0.998862,45.0891
1084,22.5833,0.022427,12.032475,-4.548792,-0.004925,0.047765,0.998846,45.0867
1085,22.6042,0.021246,12.031642,-4.533064,-0.004681,0.048114,0.998831,45.0843
1086,22.625,0.020108,12.030817,-4.517552,-0.004446,0.048461,0.998815,45.082
1087,22.6458,0.019012,12.029998,-4.502258,-0.004218,0.048806,0.998799,45.0797
1088,22.6667,0.017958,12.029186,-4.487181,-0.003997,0.04915,0.998783,45.0774
1089,22.6875,0.016944,12.028382,-4.472323,-0.003784,0.049492,0.998767,45.0751
1090,22.7083,0.015971,12.027584,-4.457684,-0.003578,0.049833,0.998751,45.0729
1091,22.7292,0.015037,12.026794,-4.443264,-0.00338,0.050171,0.998735,45.0707
1092,22.75,0.014141,12.026012,-4.429063,-0.003189,0.050508,0.998719,45.0685
1093,22.7708,0.013283,12.025237,-4.415083,-0.003005,0.050842,0.998702,45.0663
1094,22.7917,0.012461,12.02447,-4.401323,-0.002828,0.051174,0.998686,45.0642
1095,22.8125,0.011676,12.023712,-4.387783,-0.002658,0.051504,0.998669,45.0621
1096,22.8333,0.010926,12.022961,-4.374466,-0.002494,0.051831,0.998653,45.0601
1097,22.8542,0.01021,12.022219,-4.36137,-0.002338,0.052156,0.998636,45.058
1098,22.875,0.009528,12.021486,-4.348497,-0.002188,0.052478,0.99862,45.056
1099,22.8958,0.008878,12.020762,-4.335846,-0.002045,0.052797,0.998603,45.0541
1100,22.9167,0.00826,12.020047,-4.323419,-0.001908,0.053113,0.998587,45.0521
1101,22.9375,0.007673,12.019341,-4.311215,-0.001777,0.053426,0.99857,45.0502
1102,22.9583,0.007117,12.018644,-4.299235,-0.001653,0.053735,0.998554,45.0484
1103,22.9792,0.006589,12.017957,-4.287481,-0.001535,0.054042,0.998537,45.0465
1104,23.0,0.00609,12.01728,-4.275951,-0.001422,0.054345,0.998521,45.0447
1105,23.0208,0.005618,12.016613,-4.264647,-0.001315,0.054644,0.998505,45.0429
1106,23.0417,0.005173,12.015956,-4.253569,-0.001214,0.05494,0.998489,45.0412
1107,23.0625,0.004753,12.01531,-4.242718,-0.001119,0.055232,0.998473,45.0394
1108,23.0833,0.004358,12.014674,-4.232095,-0.001028,0.055519,0.998457,45.0378
1109,23.1042,0.003988,12.014049,-4.221699,-0.000943,0.055803,0.998441,45.0361
1110,23.125,0.00364,12.013435,-4.211531,-0.000863,0.056082,0.998426,45.0345
1111,23.1458,0.003315,12.012832,-4.201592,-0.000788,0.056358,0.99841,45.0329
1112,23.1667,0.003011,12.01224,-4.191882,-0.000717,0.056628,0.998395,45.0313
1113,23.1875,0.002728,12.01166,-4.182403,-0.000651,0.056894,0.99838,45.0298
1114,23.2083,0.002464,12.011092,-4.173154,-0.00059,0.057155,0.998365,45.0283
1115,23.2292,0.00222,12.010535,-4.164136,-0.000532,0.057412,0.99835,45.0269
1116,23.25,0.001993,12.009991,-4.15535,-0.000479,0.057663,0.998336,45.0255
1117,23.2708,0.001784,12.009459,-4.146796,-0.000429,0.057909,0.998322,45.0241
1118,23.2917,0.001591,12.00894,-4.138476,-0.000384,0.05815,0.998308,45.0227
1119,23.3125,0.001414,12.008433,-4.130389,-0.000342,0.058385,0.998294,45.0214
1120,23.3333,0.001251,12.00794,-4.122536,-0.000303,0.058615,0.998281,45.0202
1121,23.3542,0.001103,12.007459,-4.114919,-0.000268,0.05884,0.998267,45.0189
1122,23.375,0.000968,12.006992,-4.107537,-0.000235,0.059058,0.998255,45.0177
1123,23.3958,0.000845,12.006538,-4.100392,-0.000206,0.059271,0.998242,45.0166
1124,23.4167,0.000734,12.006098,-4.093484,-0.000179,0.059478,0.99823,45.0154
1125,23.4375,0.000634,12.005671,-4.086814,-0.000155,0.059678,0.998218,45.0143
1126,23.4583,0.000545,12.005259,-4.080383,-0.000133,0.059872,0.998206,45.0133
1127,23.4792,0.000465,12.004861,-4.074191,-0.000114,0.06006,0.998195,45.0123
1128,23.5,0.000394,12.004477,-4.06824,-9.7e-05,0.060242,0.998184,45.0113
1129,23.5208,0.000331,12.004108,-4.06253,-8.1e-05,0.060416,0.998173,45.0104
1130,23.5417,0.000276,12.003754,-4.057063,-6.8e-05,0.060584,0.998163,45.0095
1131,23.5625,0.000228,12.003414,-4.051838,-5.6e-05,0.060745,0.998153,45.0086
1132,23.5833,0.000187,12.00309,-4.046858,-4.6e-05,0.0609,0.998144,45.0078
1133,23.6042,0.000151,12.00278,-4.042122,-3.7e-05,0.061047,0.998135,45.007
1134,23.625,0.000121,12.002487,-4.037632,-3e-05,0.061187,0.998126,45.0062
1135,23.6458,9.5e-05,12.002209,-4.033389,-2.4e-05,0.061319,0.998118,45.0055
1136,23.6667,7.4e-05,12.001946,-4.029394,-1.8e-05,0.061445,0.99811,45.0049
1137,23.6875,5.6e-05,12.0017,-4.025648,-1.4e-05,0.061563,0.998103,45.0043
1138,23.7083,4.2e-05,12.001469,-4.022152,-1e-05,0.061673,0.998096,45.0037
1139,23.7292,3.1e-05,12.001255,-4.018907,-8e-06,0.061776,0.99809,45.0031
1140,23.75,2.2e-05,12.001057,-4.015915,-5e-06,0.06187,0.998084,45.0026
1141,23.7708,1.5e-05,12.000876,-4.013175,-4e-06,0.061957,0.998079,45.0022
1142,23.7917,1e-05,12.000711,-4.010691,-2e-06,0.062036,0.998074,45.0018
1143,23.8125,6e-06,12.000563,-4.008462,-2e-06,0.062107,0.998069,45.0014
1144,23.8333,4e-06,12.000432,-4.00649,-1e-06,0.06217,0.998066,45.0011
1145,23.8542,2e-06,12.000318,-4.004777,-0.0,0.062225,0.998062,45.0008
1146,23.875,1e-06,12.000221,-4.003323,-0.0,0.062272,0.998059,45.0006
1147,23.8958,0.0,12.000142,-4.002131,-0.0,0.06231,0.998057,45.0004
1148,23.9167,0.0,12.00008,-4.001201,-0.0,0.06234,0.998055,45.0002
1149,23.9375,0.0,12.000036,-4.000535,-0.0,0.062361,0.998054,45.0001
1150,23.9583,0.0,12.000009,-4.000134,-0.0,0.062374,0.998053,45.0
1151,23.9792,0.0,12.0,-4.0,0.0,0.062378,0.998053,45.0
